,rating,rating_title,rating_description,rating_pros,rating_cons
1070,3.0,Contractor,"Mileage will vary as a contractor at Google. Not every team is the same but there are those teams where the segregation between a full time employee and a TVC (temporary-vendor-contractor) is felt. Staff on such poisonous teams will make TVC's feel less-than even though our work is very important to pushing things forward.  Again, this is a team dependent situation and I was on such a team.",,[]
1071,5.0,amazing ,Really loved it. such a great time. entire team was great. the work environment is so professional. highly recommend you and your friend applying and working here you will love it,,[]
1072,5.0,Great experience with this company over the years,"Great flow, great opportunities following, and great staff, i was never dissatisfied with my pay or my work duties. Google takes care of you as an employee and makes sure that you are always on the same page following company policy.",Free environment,[]
1073,3.0,Fit in or get out,"You must find your swim lane quickly at Google or you'll find yourself behind the eight ball right off the bat. Also it's important to be in one of the major markets if you hope to have a career, not just a job.",,[]
1074,5.0,productive and fun work place,"flexible schedule.1) Food, food, food. 15+ cafes on main campus (MTV) alone. Mini-kitchens, snacks, drinks, free breakfast/lunch/dinner, all day, errr'day. 2) Benefits/perks. Free 24:7 gym access (on MTV campus). Free (self service) laundry (washer/dryer) available. Bowling alley. Volley ball pit. Custom-built and exclusive employee use only outdoor sport park (MTV). Free health/fitness assessments. Dog-friendly. Etc. etc....",,[]
1075,5.0,Great work environment,Google is a great place to work. I have been fortunate and have had amazing leads. I think it is safe to assume the leads above them are pushing the right message.,"Free food, employee resource groups, culture",[]
1076,5.0,Fun to work,It has been a great experience. The workplace culture is very accommodating. Helps you groom yourself in a positive manner. Learnt a to about Digital marketing while being a part of the organisation.,,[]
1077,4.0,Good Company,"Enjoyed my time at google and was a good place to be.Was there during Motorola take over time and the difference was not there as much, But the feel was good",,[]
1078,5.0,Great Place to work is Google,"Google is such a great place to work, The people and also management were awesome. Google really knows how to take care of their employees. They have so much to offer.",,[]
1079,5.0,Agradável de trabalhar,"Incrível ambiente , as pessoas são muito felizes naquele lugar é muito fácil de se comunicar",Muito dinâmico,[]
1080,4.0,Productive fun work place,"I learned a lot of troubleshooting techniques while I was at Google. Management was fair, and some of the people were friendly and sociable. The workplace culture may need some work.","Free food, video games, flexible work schedule",[]
